Fips_code,PM2.5 24hr 2012 99th Percentile,SO2 1-hour 2010,Ozone 1-hour 1979,NO2 1-hour,Coal_plants,Power_plants,Airports,Public_Schools,Private_Schools,Hospitals,Fuel_Stations,Land_area(mi^2),Population,Number_of_resident_workers,Number_of_business_establishments,Route_miles_of_freight_railroad,Route_miles_of_passenger_railroad_and_rail_transit,Total_Docks,Number_of_Bridges
18113,#N/A,#N/A,#N/A,#N/A,0,0,2,16,6,1,2,516.03,"13,984",6210,242,23.5,6.8,0,168
18115,#N/A,#N/A,#N/A,#N/A,0,0,1,3,0,0,0,531.38,"47,744",21830,881,50.1,24.6,0,90
18117,#N/A,#N/A,#N/A,#N/A,0,0,2,7,1,1,1,379.62,"5,875",2850,75,0,0,0,41
18119,#N/A,#N/A,#N/A,#N/A,0,0,0,6,0,0,0,498.96,"19,646",8370,387,7.2,7.2,0,135
18121,#N/A,#N/A,#N/A,#N/A,0,0,4,7,7,0,0,598.3,"20,799",9255,315,24,0,0,148
18123,0,0,0.056,0,0,0,2,5,1,1,0,449.17,"16,937",6620,266,5.2,0,0,202
18125,#N/A,#N/A,#N/A,#N/A,1,0,1,5,0,0,0,451.92,"19,169",8140,362,4.9,0,1,148
18127,15.7,39,0.049,0,0,0,4,54,11,3,41,396.3,"12,389",5840,190,53.5,0,0,172
18129,0,0,0.052,0,1,0,12,9,3,0,0,443.63,"170,389",77010,3564,131.6,49.7,7,272
18131,#N/A,#N/A,#N/A,#N/A,0,0,3,6,0,1,0,335.74,"25,427",12135,512,39.8,0,6,209
18133,#N/A,#N/A,#N/A,#N/A,0,0,6,17,1,1,2,373.84,"12,353",5725,310,11.6,0,0,102
18135,#N/A,#N/A,#N/A,#N/A,0,0,1,13,0,1,2,394.51,"37,576",15740,717,47.4,0,0,290
18137,#N/A,#N/A,#N/A,#N/A,0,0,1,14,3,1,2,504.61,"24,665",11140,477,21.8,0,0,254
18139,#N/A,#N/A,#N/A,#N/A,0,0,9,7,3,1,4,403.97,"28,324",13160,651,30.1,0,0,191
18141,15.5,0,0.051,38.4,0,0,7,73,36,7,27,401.76,"16,581",7575,361,23.2,18.3,0,227
18143,#N/A,#N/A,#N/A,#N/A,0,0,0,9,1,1,1,410.84,"271,826",121365,5840,80.4,38.7,0,228
18145,0,0,0.046,0,0,0,1,17,2,1,2,86.14,"23,873",10360,400,12.2,0,0,116
18147,16.6,0,0,0,1,0,3,10,1,0,2,398.39,"44,729",21110,937,31.6,8.8,0,248
18149,#N/A,#N/A,#N/A,#N/A,0,0,4,7,1,1,6,385.29,"20,277",9700,404,40,0,2,247
18151,#N/A,#N/A,#N/A,#N/A,0,0,5,9,3,1,4,444.66,"22,995",9395,310,31.8,0,0,87
18153,13.2,0,0,0,1,0,4,11,0,1,1,381.73,"34,594",16290,968,39.1,0,0,135
18155,#N/A,#N/A,#N/A,#N/A,0,0,0,4,1,0,0,334.24,"20,669",8245,334,73.7,0,0,216
18157,18.4,0,0,0,0,0,6,37,9,7,17,418.15,"10,751",4355,128,0,0,1,62
18159,#N/A,#N/A,#N/A,#N/A,0,0,0,5,0,1,2,409.57,"195,732",86140,3652,89.2,26.5,0,322
18161,#N/A,#N/A,#N/A,#N/A,0,0,0,4,0,0,0,433.65,"15,148",7195,302,32,4.9,0,112
18163,15.7,3.9,0.058,30.2,0,0,3,40,15,6,14,480.53,"7,054",3305,118,30.7,16.4,0,57
18165,#N/A,#N/A,#N/A,#N/A,1,0,3,7,0,1,0,452.38,"181,451",85805,5066,62.1,0,4,277
18167,16.2,2.5,0.05,0,0,0,1,29,6,4,12,446.43,"15,498",6375,268,47.6,0,0,127
18169,#N/A,#N/A,#N/A,#N/A,0,0,0,14,2,1,5,408.12,"107,038",46365,2470,97.7,0,0,294
18171,#N/A,#N/A,#N/A,#N/A,0,0,1,4,0,1,0,457.85,"30,996",14605,736,51.4,0,0,193
18173,0,0,0.05,0,2,0,1,18,2,4,3,190.4,"8,265",3920,126,29,0,0,133
18175,#N/A,#N/A,#N/A,#N/A,0,0,3,8,4,1,0,411.15,"62,998",29450,1166,55.7,0,2,196
18177,#N/A,#N/A,#N/A,#N/A,1,0,2,23,18,2,5,396.74,"28,036",11710,460,0,0,0,174
18179,#N/A,#N/A,#N/A,#N/A,0,0,0,9,1,1,5,309.13,"65,884",28235,1456,43.1,0,0,345
18181,#N/A,#N/A,#N/A,#N/A,0,0,0,12,0,1,11,308.94,"28,296",13390,634,39.1,0,0,156
18183,18.1,0,0,0,0,0,0,11,4,1,9,447.14,"24,102",11145,596,67.3,27.3,0,216
19001,#N/A,#N/A,#N/A,#N/A,0,0,9,5,0,1,0,220.63,"33,964",16290,687,35.4,0,0,115
19003,#N/A,#N/A,#N/A,#N/A,0,0,1,2,0,1,0,499.81,"7,152",3660,200,7.7,0,0,317
19005,#N/A,#N/A,#N/A,#N/A,1,0,6,10,1,1,1,260.54,"3,602",1905,107,25.8,25.8,0,186
19007,#N/A,#N/A,#N/A,#N/A,0,0,2,11,0,1,1,161.22,"13,687",6815,390,40.2,0,1,196
19009,#N/A,#N/A,#N/A,#N/A,0,0,5,3,0,1,2,233.48,"12,426",5565,304,45.2,0,0,193
19011,#N/A,#N/A,#N/A,#N/A,0,0,5,12,1,1,2,256.88,"5,496",2900,187,0,0,0,219
19013,28.7,0,0,0,0,0,10,35,9,3,10,403.31,"25,645",12955,554,50.3,0,0,366
19015,#N/A,#N/A,#N/A,#N/A,0,0,4,15,3,1,0,412.43,"131,228",66635,3186,84.4,0,0,482
19017,0,0,0.054,0,0,0,1,19,2,2,0,364.68,"26,234",13445,573,24.4,0,0,134
19019,#N/A,#N/A,#N/A,#N/A,0,0,3,18,3,2,1,384.82,"25,062",12780,615,24.8,0,0,262
19021,#N/A,#N/A,#N/A,#N/A,0,0,1,14,0,1,0,513.73,"21,175",10120,484,27.3,0,0,316
19023,#N/A,#N/A,#N/A,#N/A,0,0,2,11,0,0,2,401.74,"19,620",10425,565,25.3,0,0,161
19025,#N/A,#N/A,#N/A,#N/A,0,0,3,5,0,1,1,368.09,"14,439",7350,337,46.7,0,0,288
19027,#N/A,#N/A,#N/A,#N/A,0,0,2,10,1,2,3,505.13,"9,668",4340,277,41.4,0,0,201
19029,#N/A,#N/A,#N/A,#N/A,0,0,0,13,0,1,4,335.57,"20,165",10535,879,49,0,0,249
19031,#N/A,#N/A,#N/A,#N/A,0,0,2,13,1,0,1,55857.13,"12,836",6540,466,25.7,0,0,297
19033,0,0,0,0,0,0,3,16,2,2,9,569.27,"18,627",9740,467,31.9,0,0,308
19035,#N/A,#N/A,#N/A,#N/A,0,0,4,10,0,2,1,423.44,"42,450",21880,1440,111.5,0,0,265
19037,#N/A,#N/A,#N/A,#N/A,0,0,5,8,1,1,1,639.08,"11,235",5965,344,29.7,0,0,246
19039,#N/A,#N/A,#N/A,#N/A,0,0,3,5,0,1,1,497.29,"11,933",6055,401,33.3,0,0,307
19041,#N/A,#N/A,#N/A,#N/A,0,0,3,7,2,1,5,442.96,"9,395",4605,181,31.4,31.4,0,168
19043,#N/A,#N/A,#N/A,#N/A,0,0,4,11,1,2,1,716.27,"16,016",8350,617,24.3,0,0,155
19045,21.8,8.1,0.052,0,1,0,3,18,2,3,4,565.77,"17,549",8790,538,59.3,0,1,262
19047,#N/A,#N/A,#N/A,#N/A,0,0,2,13,1,1,1,571.57,"46,429",22305,1166,64,0,5,372
19049,#N/A,#N/A,#N/A,#N/A,0,0,4,35,2,1,8,435.48,"16,820",8050,430,78.3,0,0,311
19051,#N/A,#N/A,#N/A,#N/A,0,0,2,3,0,1,0,571.02,"93,453",42115,2059,21.6,0,0,186
19053,#N/A,#N/A,#N/A,#N/A,0,0,3,7,1,1,2,574.92,"9,000",3825,179,0,0,0,180
19055,#N/A,#N/A,#N/A,#N/A,0,0,3,10,1,1,4,580.13,"7,870",3600,134,0,0,0,207
19057,#N/A,#N/A,#N/A,#N/A,1,0,7,16,3,1,9,569.97,"17,011",9175,491,39.9,0,0,290
19059,#N/A,#N/A,#N/A,#N/A,0,0,3,9,0,1,5,569.44,"38,967",18795,1120,75.3,18.1,4,176
19061,#N/A,#N/A,#N/A,#N/A,0,0,6,26,13,3,11,564.27,"17,258",8820,799,3,0,0,88
19063,#N/A,#N/A,#N/A,#N/A,0,0,1,4,0,1,1,579.44,"97,311",50225,2797,63.7,0,9,331
19065,#N/A,#N/A,#N/A,#N/A,0,0,1,17,2,2,1,568.31,"9,208",4790,303,36.2,0,0,77
19067,#N/A,#N/A,#N/A,#N/A,0,0,1,8,1,1,3,576.91,"19,650",9725,565,8.3,0,0,358
19069,#N/A,#N/A,#N/A,#N/A,0,0,3,8,1,1,0,504.38,"15,642",7805,414,65.2,0,0,208
19071,#N/A,#N/A,#N/A,#N/A,0,0,6,6,0,1,1,431.17,"10,070",4840,319,26.5,0,0,233
19073,#N/A,#N/A,#N/A,#N/A,0,0,2,6,0,1,0,567.24,"6,960",3335,177,25.1,0,0,172
19075,#N/A,#N/A,#N/A,#N/A,0,0,2,11,1,1,11,778.54,"8,888",4330,271,37.2,0,0,170
19077,#N/A,#N/A,#N/A,#N/A,0,0,1,9,0,1,5,694.92,"12,232",6120,299,0,0,0,282
19079,#N/A,#N/A,#N/A,#N/A,0,0,4,9,1,1,3,714.19,"10,689",5235,315,24,0,0,269
19081,#N/A,#N/A,#N/A,#N/A,0,0,4,5,1,1,1,588.45,"14,773",7445,384,54,0,0,167
19083,#N/A,#N/A,#N/A,#N/A,0,0,0,13,0,2,2,502.19,"10,630",5525,314,49.2,0,0,145
19085,0,0,0.06,0,0,0,2,10,0,1,0,531.88,"16,846",8350,560,69.6,0,0,251
19087,#N/A,#N/A,#N/A,#N/A,0,0,3,12,1,2,2,577.76,"14,049",7170,350,101.3,0,0,219
19089,#N/A,#N/A,#N/A,#N/A,0,0,1,5,2,1,2,416.12,"19,954",8850,493,19.9,19.2,0,176
19091,#N/A,#N/A,#N/A,#N/A,0,0,3,6,0,1,0,380.61,"9,158",4550,258,0,0,0,217
19093,#N/A,#N/A,#N/A,#N/A,0,0,2,7,0,1,4,608.31,"9,558",4570,307,39.3,0,0,92
19095,#N/A,#N/A,#N/A,#N/A,0,0,4,9,1,1,1,395.88,"6,860",3475,246,8.2,0,0,182
19097,#N/A,#N/A,#N/A,#N/A,0,0,0,10,2,1,4,730.81,"16,184",8565,483,33.9,0,0,248
19099,#N/A,#N/A,#N/A,#N/A,0,0,6,18,1,1,3,500.63,"19,439",9275,533,34.4,0,0,252
19101,#N/A,#N/A,#N/A,#N/A,0,0,3,8,1,1,3,581.97,"37,185",17165,756,45.3,0,0,388
19103,23.5,0,0,0,0,0,6,40,8,4,19,511.15,"18,295",7935,686,28.4,24.4,0,159
19105,#N/A,#N/A,#N/A,#N/A,0,0,1,10,2,2,1,569.57,"151,140",78845,3298,53.1,0,0,362
19107,#N/A,#N/A,#N/A,#N/A,0,0,4,7,0,1,2,501.86,"20,681",9325,510,0,0,0,239
19109,#N/A,#N/A,#N/A,#N/A,0,0,3,9,2,1,2,590.62,"10,246",4790,240,9.4,0,0,196
19111,16.6,0,0,0,0,0,3,12,4,3,2,576.75,"14,813",7595,556,82.7,0,0,277
19113,25.6,42.6,0.053,0,2,0,5,77,14,2,26,571.01,"33,657",16085,875,61,19.8,6,218
19115,#N/A,#N/A,#N/A,#N/A,1,0,2,10,0,0,2,569.31,"226,706",114085,5596,105.5,0,0,485
19117,#N/A,#N/A,#N/A,#N/A,0,0,7,4,0,1,0,696.85,"11,035",5400,211,19.4,0,0,150
19119,#N/A,#N/A,#N/A,#N/A,0,0,7,10,3,1,1,434.33,"8,600",4135,183,51.5,31.1,0,195
19121,#N/A,#N/A,#N/A,#N/A,0,0,0,10,0,1,2,473.25,"11,755",5865,401,21.6,0,0,278
19123,#N/A,#N/A,#N/A,#N/A,0,0,6,7,2,1,2,434.35,"16,338",7800,405,8.4,0,0,225
19125,#N/A,#N/A,#N/A,#N/A,0,0,2,17,2,3,3,431.51,"22,095",10805,556,25.5,0,0,235
19127,#N/A,#N/A,#N/A,#N/A,0,0,2,16,2,1,1,586.46,"33,253",16820,833,55.2,0,0,224
19129,#N/A,#N/A,#N/A,#N/A,0,0,1,6,0,1,0,636.04,"39,369",19015,789,40.1,0,0,312
19131,#N/A,#N/A,#N/A,#N/A,0,0,0,6,0,1,0,730.42,"15,109",7205,310,47,27.9,0,183
19133,#N/A,#N/A,#N/A,#N/A,0,0,2,7,0,1,0,435.51,"10,586",5110,308,38.4,0,0,167
19135,#N/A,#N/A,#N/A,#N/A,0,0,2,5,0,1,0,614.04,"8,615",4190,232,25.8,0,0,169
19137,12.5,0,0.059,0,0,0,2,9,0,1,2,575.62,"7,707",3605,183,78.5,39.6,0,140
19139,19.5,23.9,0,0,1,0,1,16,1,1,7,579.18,"9,917",4620,310,35.5,25.8,0,216
19141,#N/A,#N/A,#N/A,#N/A,0,0,2,8,4,2,2,972.72,"42,664",20995,950,56.6,0,2,146
19143,#N/A,#N/A,#N/A,#N/A,0,0,0,3,0,1,3,517.52,"13,753",7115,508,30.6,0,0,268
19145,#N/A,#N/A,#N/A,#N/A,0,0,3,11,2,3,0,716.88,"5,958",3230,197,18.1,0,0,185
19147,18.7,0,0.059,0,0,0,2,10,1,1,2,401.77,"15,107",7065,402,11,0,0,199
19149,#N/A,#N/A,#N/A,#N/A,0,0,3,16,2,1,2,430.59,"8,886",4640,294,54.4,0,0,136
19151,#N/A,#N/A,#N/A,#N/A,0,0,1,6,1,1,2,587.65,"25,177",12675,710,86.4,0,0,456
19153,17.7,0,0.057,37.3,0,0,10,130,19,9,60,561.01,"6,619",3400,218,43.4,0,0,208
19155,12.8,0,0,0,1,0,4,33,3,2,10,570.86,"490,161",240250,12995,125.3,0,0,537
19157,#N/A,#N/A,#N/A,#N/A,0,0,1,10,1,1,3,554.53,"93,206",46100,1980,137.5,0,0,565
19159,#N/A,#N/A,#N/A,#N/A,0,0,2,4,0,2,0,572.5,"18,504",9445,544,48.6,0,0,270
19161,#N/A,#N/A,#N/A,#N/A,0,0,2,8,0,1,3,437.44,"4,894",2070,140,0,0,0,231
19163,20.9,3.4,0.05,0,0,0,5,52,8,4,20,469.13,"9,721",4905,333,34.9,0,0,234
19165,#N/A,#N/A,#N/A,#N/A,0,0,2,7,1,1,9,694.07,"172,943",82185,4475,63.2,0,11,288
19167,#N/A,#N/A,#N/A,#N/A,0,0,2,15,12,5,8,433.72,"11,454",6005,394,24.2,0,0,219
19169,#N/A,#N/A,#N/A,#N/A,1,0,2,26,1,4,14,424.1,"34,855",18550,1305,66.9,0,0,448
19171,#N/A,#N/A,#N/A,#N/A,0,0,1,9,0,0,1,437.47,"97,117",49845,2107,69.6,0,0,291
19173,#N/A,#N/A,#N/A,#N/A,0,0,0,4,0,0,4,573.04,"16,854",8130,313,25.2,0,0,346
19175,#N/A,#N/A,#N/A,#N/A,0,0,0,6,2,1,2,398.68,"6,121",2995,140,0,0,0,246
19177,17.9,1,0.054,7.1,0,0,2,3,0,1,0,534.94,"12,241",6275,332,24.8,24.8,0,187
19179,#N/A,#N/A,#N/A,#N/A,1,0,1,15,2,1,4,563.84,"7,044",3300,154,0,0,0,161
19181,#N/A,#N/A,#N/A,#N/A,0,0,6,19,3,0,8,862.89,"34,969",15890,748,61.2,26.4,0,202
19183,#N/A,#N/A,#N/A,#N/A,0,0,2,14,1,1,9,577.24,"51,466",24730,886,15.1,0,0,254
19185,#N/A,#N/A,#N/A,#N/A,0,0,0,5,0,1,0,573.8,"21,965",11010,686,25.5,0,0,214
19187,#N/A,#N/A,#N/A,#N/A,0,0,2,11,3,1,10,950.28,"6,441",2725,158,43.1,0,0,163
19189,#N/A,#N/A,#N/A,#N/A,0,0,2,9,0,0,3,584.93,"35,904",16365,1026,99.4,0,0,218
19191,#N/A,#N/A,#N/A,#N/A,0,0,0,12,4,1,4,535.5,"10,354",5080,319,16.6,0,0,77
19193,11.9,0,0,0,2,0,5,37,9,3,14,575.01,"19,991",11920,640,29.6,0,0,351
19195,#N/A,#N/A,#N/A,#N/A,0,0,0,4,0,0,3,458.09,"103,107",51200,2639,62.2,0,1,462
19197,#N/A,#N/A,#N/A,#N/A,0,0,2,9,0,2,2,590.78,"7,381",3700,186,45.4,0,0,114
20001,#N/A,#N/A,#N/A,#N/A,0,0,5,10,0,2,0,768.33,"12,562",5705,374,69.4,0,0,192
20003,#N/A,#N/A,#N/A,#N/A,0,0,4,6,1,1,1,572.82,"12,369",5770,379,27.1,0,0,228
20005,#N/A,#N/A,#N/A,#N/A,0,0,4,6,4,1,0,721.01,"7,858",3605,201,39.3,0,0,143
20007,#N/A,#N/A,#N/A,#N/A,0,0,4,4,0,3,0,531.9,"16,073",7495,354,34,0,0,201
20009,#N/A,#N/A,#N/A,#N/A,0,0,4,15,3,3,0,423.65,"4,427",2280,206,32.9,0,0,240
20011,#N/A,#N/A,#N/A,#N/A,0,0,3,6,3,1,1,484.79,"25,779",13310,959,83.4,0,0,447
20013,#N/A,#N/A,#N/A,#N/A,0,0,4,7,0,2,0,431.83,"14,534",6555,355,42.1,0,0,204
20015,#N/A,#N/A,#N/A,#N/A,0,0,24,43,2,2,3,569.83,"9,564",4550,274,57.5,0,0,257
20017,#N/A,#N/A,#N/A,#N/A,0,0,7,2,0,0,0,568.84,"66,911",30930,1348,91.9,0,0,590
20019,#N/A,#N/A,#N/A,#N/A,0,0,3,4,0,1,0,525.44,"2,648",1165,66,56,30.4,0,186
20021,#N/A,#N/A,#N/A,#N/A,0,0,4,15,0,2,0,715.62,"3,250",1480,61,0,0,0,133
20023,#N/A,#N/A,#N/A,#N/A,0,0,3,4,0,1,0,400.49,"19,939",8905,323,71.3,0,0,309
20025,#N/A,#N/A,#N/A,#N/A,0,0,5,5,0,2,0,689.87,"2,657",1235,108,21.4,0,0,100
20027,#N/A,#N/A,#N/A,#N/A,0,0,3,6,0,1,0,872.83,"1,994",980,59,9.9,0,0,105
20029,#N/A,#N/A,#N/A,#N/A,0,0,6,8,0,1,0,400.12,"8,002",4175,258,10.7,0,0,227
20031,#N/A,#N/A,#N/A,#N/A,0,1,2,11,0,2,1,580.42,"8,786",4445,293,65.1,0,0,316
20033,#N/A,#N/A,#N/A,#N/A,0,0,1,3,0,1,0,81758.72,"8,179",4015,229,31.6,0,0,304
20035,#N/A,#N/A,#N/A,#N/A,0,0,6,22,3,2,2,500.3,"1,700",965,71,0,0,0,111
20037,#N/A,#N/A,#N/A,#N/A,0,0,2,16,2,2,2,579.65,"34,908",15425,739,88.7,0,0,337
20039,#N/A,#N/A,#N/A,#N/A,0,0,2,2,0,1,0,431.17,"38,818",18420,932,61,0,0,294
20041,#N/A,#N/A,#N/A,#N/A,0,0,5,18,3,2,0,1134.07,"2,827",1340,105,56,0,0,162
20043,#N/A,#N/A,#N/A,#N/A,0,0,2,9,0,0,0,895.4,"18,466",8970,445,96.6,5.7,0,379
20045,#N/A,#N/A,#N/A,#N/A,1,0,17,29,7,1,5,635.47,"7,600",3780,164,0.7,0,0,127
20047,#N/A,#N/A,#N/A,#N/A,0,0,3,3,0,1,0,570.87,"122,259",62115,2727,29.5,21.3,0,298
20049,#N/A,#N/A,#N/A,#N/A,0,0,0,3,0,0,0,1429.86,"2,798",1415,79,30.3,30.3,0,68
20051,#N/A,#N/A,#N/A,#N/A,0,0,5,10,4,1,0,773.06,"2,530",1010,69,34.1,0,0,156
20053,#N/A,#N/A,#N/A,#N/A,0,0,4,6,0,1,0,638.88,"28,553",15840,1111,31.5,0,0,280
20055,#N/A,#N/A,#N/A,#N/A,1,0,7,21,3,1,2,587.57,"6,102",2685,177,35.4,0,0,253
20057,#N/A,#N/A,#N/A,#N/A,0,0,1,16,1,1,2,1019.89,"36,467",17985,990,61.5,25.7,0,78
20059,#N/A,#N/A,#N/A,#N/A,0,0,4,16,1,1,0,974.63,"33,619",16145,777,74.6,38.3,0,220
20061,#N/A,#N/A,#N/A,#N/A,0,0,5,15,1,2,1,645.3,"25,544",12310,582,32,0,0,328
20063,#N/A,#N/A,#N/A,#N/A,0,0,5,6,0,1,0,715.34,"31,670",17360,557,15.7,0,0,144
20065,#N/A,#N/A,#N/A,#N/A,0,0,3,2,0,1,0,626.95,"2,636",1305,128,36.8,0,0,109
20067,#N/A,#N/A,#N/A,#N/A,0,0,8,4,0,1,2,788.3,"2,482",1210,94,0,0,0,143
20069,#N/A,#N/A,#N/A,#N/A,0,0,3,8,0,0,0,1125.75,"7,150",3590,213,28.3,0,0,16
20071,#N/A,#N/A,#N/A,#N/A,0,0,1,2,0,1,0,589.76,"5,988",3040,227,50.7,25.4,0,68
20073,#N/A,#N/A,#N/A,#N/A,0,0,1,6,0,1,0,893.52,"1,232",575,41,25.9,0,0,33
20075,#N/A,#N/A,#N/A,#N/A,0,0,1,2,0,1,0,847.07,"5,982",2770,184,0,0,0,237
20077,#N/A,#N/A,#N/A,#N/A,0,0,7,5,0,3,0,393.41,"2,539",1275,68,28.4,28.4,0,66
20079,#N/A,#N/A,#N/A,#N/A,0,0,11,17,3,2,0,455.87,"5,436",2645,207,41.8,0,0,386
20081,#N/A,#N/A,#N/A,#N/A,0,0,2,6,0,1,1,621.89,"34,429",16445,760,62.6,33.9,0,372
20083,#N/A,#N/A,#N/A,#N/A,0,0,2,2,0,1,0,644.27,"3,968",1905,120,33.1,0,0,17
20085,#N/A,#N/A,#N/A,#N/A,0,0,6,8,0,1,0,899.91,"1,794",1000,49,8.7,0,0,110
20087,#N/A,#N/A,#N/A,#N/A,0,0,5,14,0,1,0,715.85,"13,171",6250,255,7.8,0,0,244
20089,#N/A,#N/A,#N/A,#N/A,0,0,3,2,0,1,1,1301.97,"19,043",8905,323,21.5,0,0,189
20091,#N/A,#N/A,#N/A,#N/A,0,0,18,158,36,17,113,1098.27,"2,879",1315,77,46.8,0,0,333
20093,#N/A,#N/A,#N/A,#N/A,0,0,0,6,0,1,1,571.76,"602,401",300970,17992,87.1,17.9,0,751
20095,#N/A,#N/A,#N/A,#N/A,0,0,4,9,1,1,0,384.62,"3,838",1750,83,26.3,26.3,0,74
20097,#N/A,#N/A,#N/A,#N/A,0,0,0,4,0,1,0,1071.67,"7,152",3595,215,91.2,0,0,392
20099,#N/A,#N/A,#N/A,#N/A,0,0,9,17,0,3,0,898.52,"2,475",1250,92,29.8,0,0,90
20101,#N/A,#N/A,#N/A,#N/A,0,0,1,4,0,1,0,574.8,"19,618",9340,455,59.9,0,0,349
20103,#N/A,#N/A,#N/A,#N/A,0,0,10,26,3,3,4,868.87,"1,535",850,67,28.3,0,0,25
20105,#N/A,#N/A,#N/A,#N/A,0,0,4,3,0,1,0,778.45,"81,758",34740,1263,34.3,0,0,240
20107,#N/A,#N/A,#N/A,#N/A,1,0,0,8,0,0,0,1143.3,"2,962",1450,86,35.9,0,0,238
20109,#N/A,#N/A,#N/A,#N/A,0,0,2,5,1,1,0,996.51,"9,703",3960,199,46.4,0,0,253
20111,#N/A,#N/A,#N/A,#N/A,0,0,3,15,2,1,4,801.27,"2,794",1340,112,40,0,0,55
20113,#N/A,#N/A,#N/A,#N/A,0,0,3,18,2,3,1,539.75,"33,195",16595,851,37.1,25,0,490
20115,#N/A,#N/A,#N/A,#N/A,0,0,2,10,0,2,2,577.52,"28,542",15485,907,60,0,0,581
20117,#N/A,#N/A,#N/A,#N/A,0,0,2,9,1,1,0,859.99,"11,884",5570,287,90.1,19.5,0,328
20119,#N/A,#N/A,#N/A,#N/A,0,0,4,5,0,1,0,656.22,"9,707",4895,364,69.9,0,0,402
20121,#N/A,#N/A,#N/A,#N/A,0,0,4,13,2,2,3,532.57,"4,033",2080,128,33.7,0,0,85
20123,#N/A,#N/A,#N/A,#N/A,0,0,1,4,3,1,0,909.78,"34,237",15865,733,73.8,0,0,326
20125,#N/A,#N/A,#N/A,#N/A,0,0,6,12,4,2,2,473.38,"5,979",2945,255,56.6,0,0,262
20127,#N/A,#N/A,#N/A,#N/A,0,0,0,4,0,1,0,870.54,"31,829",14245,779,102.9,0,0,321
20129,#N/A,#N/A,#N/A,#N/A,0,0,1,7,0,1,0,863.36,"5,620",2750,131,25.9,0,0,184
20131,#N/A,#N/A,#N/A,#N/A,0,0,3,9,1,2,1,722.64,"2,587",1340,82,21.8,0,0,17
20133,#N/A,#N/A,#N/A,#N/A,0,0,2,10,2,1,2,645.3,"10,231",5175,368,27.7,0,0,357
20135,#N/A,#N/A,#N/A,#N/A,0,0,1,5,1,3,0,717.46,"16,007",7690,445,51.3,0,0,243
20137,#N/A,#N/A,#N/A,#N/A,0,0,2,5,0,1,0,462.83,"2,750",1470,138,36.4,0,0,170
20139,#N/A,#N/A,#N/A,#N/A,0,0,0,13,0,0,0,719.4,"5,361",2610,185,49.3,0,0,248
20141,#N/A,#N/A,#N/A,#N/A,0,0,2,5,0,1,1,594.06,"15,949",7035,242,60.6,32.3,0,306
20143,#N/A,#N/A,#N/A,#N/A,0,0,8,6,0,1,0,1072.99,"3,421",1765,144,28.5,0,0,242
20145,#N/A,#N/A,#N/A,#N/A,0,0,1,8,0,2,0,847.47,"5,704",2950,137,35,0,0,297
20147,#N/A,#N/A,#N/A,#N/A,0,0,3,7,0,1,1,898.27,"6,414",2920,149,44.5,0,0,165
20149,#N/A,#N/A,#N/A,#N/A,1,0,3,12,1,3,1,944.29,"5,234",2765,233,41.2,0,0,258
20151,#N/A,#N/A,#N/A,#N/A,0,0,2,5,0,1,1,900.18,"24,383",10865,618,62.1,0,0,304
20153,#N/A,#N/A,#N/A,#N/A,0,0,5,2,0,1,0,978.09,"9,164",4450,380,62.6,0,0,116
20155,#N/A,#N/A,#N/A,#N/A,0,0,6,32,5,2,5,575.66,"2,530",1175,106,38.3,0,0,107
20157,#N/A,#N/A,#N/A,#N/A,0,0,0,5,0,1,1,701.79,"61,998",28800,1622,131.5,44.1,0,559
20159,#N/A,#N/A,#N/A,#N/A,0,0,1,12,0,1,3,643.53,"4,636",2415,173,40.8,0,0,273
20161,#N/A,#N/A,#N/A,#N/A,0,0,3,18,1,2,5,695.28,"9,537",4735,268,76,0,0,253
20163,#N/A,#N/A,#N/A,#N/A,0,0,1,7,0,1,0,729.73,"74,232",40445,1606,14.5,0,0,216
20165,#N/A,#N/A,#N/A,#N/A,0,0,1,6,0,1,1,717.43,"4,920",2525,186,0,0,0,170
20167,#N/A,#N/A,#N/A,#N/A,0,0,1,5,0,1,1,571.47,"3,036",1475,96,60.5,0,0,168
20169,#N/A,#N/A,#N/A,#N/A,0,0,0,16,2,2,9,1074.75,"6,856",3415,249,32.6,0,0,266
20171,#N/A,#N/A,#N/A,#N/A,0,0,0,3,0,2,0,878.13,"54,224",27915,1527,68.4,0,0,380
20173,#N/A,#N/A,#N/A,#N/A,0,0,22,157,32,14,23,705.52,"4,823",2470,198,42.1,0,0,23
20175,#N/A,#N/A,#N/A,#N/A,0,0,1,16,1,1,3,892.5,"516,042",240605,12225,140.2,0,0,1310
20177,#N/A,#N/A,#N/A,#N/A,0,0,6,57,11,5,17,720.73,"21,428",10680,558,26.2,0,0,13
20179,#N/A,#N/A,#N/A,#N/A,0,0,0,3,0,1,0,754.26,"176,875",83345,4193,80.4,27.9,0,556
20181,#N/A,#N/A,#N/A,#N/A,0,0,1,3,0,1,0,885.88,"2,521",1255,110,12.5,0,0,120
20183,#N/A,#N/A,#N/A,#N/A,0,0,1,4,0,1,2,841.02,"5,917",2825,250,35.1,0,0,106
20185,#N/A,#N/A,#N/A,#N/A,0,0,0,6,0,1,0,735.05,"3,583",1755,136,30.9,0,0,290
20187,#N/A,#N/A,#N/A,#N/A,0,0,0,2,0,1,0,1069.42,"4,156",2010,128,30.4,30.4,0,120
