Fips_code,PM2.5 24hr 2012 99th Percentile,SO2 1-hour 2010,Ozone 1-hour 1979,NO2 1-hour,Coal_plants,Power_plants,Airports,Public_Schools,Private_Schools,Hospitals,Fuel_Stations,Land_area(mi^2),Population,Number_of_resident_workers,Number_of_business_establishments,Route_miles_of_freight_railroad,Route_miles_of_passenger_railroad_and_rail_transit,Total_Docks,Number_of_Bridges
38017,13.2,3.5,0.047,36.3,0,0,30,59,5,9,23,237.79,95626,49725,3013,84,0,0,116
38025,8.7,5.1,0.048,11,0,0,10,6,0,0,0,565.55,2264,1240,99,55.6,0,0,13
38053,6.1,3.7,0.051,15.6,0,0,3,10,1,1,1,428.46,2497,1365,112,12.2,0,0,11
38057,16,25.7,0.048,13.1,3,0,4,6,0,1,0,312.56,9450,4535,264,107.9,0,0,58
38065,10.9,11.3,0.049,13,1,0,0,2,0,0,0,334.83,2879,1505,130,75.1,25.8,0,23
38101,11.6,8.5,0.051,15.4,0,0,10,36,3,3,4,635.45,10641,5470,403,152.5,0,0,262
39003,13,4,0.05,0,0,0,9,36,8,5,10,708.82,27698,10050,388,17.6,0,2,187
39017,17.3,17,0.052,0,0,0,14,86,19,9,5,2760.32,43432,18690,535,20,0,1,264
39023,14.8,4,0.054,0,0,0,10,50,8,4,8,1926.27,38885,17675,577,41.3,0,0,200
39025,0,0,0.055,0,1,0,11,49,12,1,4,1825.3,134083,58685,2238,80.2,0,0,348
39027,0,0,0.053,0,0,0,19,17,1,1,1,981.78,206428,96915,3574,25.5,0,3,321
39035,27,22,0.053,40,0,0,30,376,104,29,52,1186.85,41494,17955,802,82.1,0,0,232
39041,0,0,0.051,0,0,0,25,55,14,3,4,1435.78,38087,17910,805,36.2,0,0,161
39049,18.7,3,0.049,38,0,0,28,375,77,27,88,1094.09,28525,12225,598,40.2,0,0,244
39055,0,0,0.053,0,0,0,13,24,49,2,1,712.22,29898,11360,554,9.5,0,3,242
39057,0,0,0.051,0,0,0,5,38,10,3,10,2221.72,93649,45680,2802,0,0,0,143
39061,18.9,20,0.056,50,1,0,18,199,94,23,48,861.95,38875,16145,861,13.3,0,0,356
39081,23.3,13,0.054,0,2,0,4,23,2,4,0,503.6,32413,12830,624,41.4,0,0,261
39083,0,0,0.051,0,0,0,6,22,3,1,1,401.39,65325,27045,1252,123.6,0,2,237
39085,17.7,5,0.052,0,0,1,1,58,12,3,10,532.13,62322,27285,1098,11.1,0,0,284
39089,0,0,0.051,0,0,0,7,58,9,4,11,467.06,59463,24140,806,18.3,0,7,276
39097,0,0,0.051,0,0,0,0,17,3,1,12,452.1,428348,192055,9655,112.4,31.9,9,406
39103,19.5,0,0.07,0,0,0,11,43,8,3,1,563.91,65093,25325,1137,77.3,0,0,237
39109,0,0,0.048,0,0,0,9,34,9,2,5,598.1,41172,20285,1003,22.3,0,0,330
39113,18.5,0,0.052,0,0,0,20,161,34,17,52,443.1,13654,5370,251,11.3,0,3,179
39133,15.7,0,0.055,0,0,0,8,52,4,1,10,405.91,27772,9820,415,44.2,0,0,247
39135,16.3,4.1,0.047,0,0,0,3,17,0,0,3,531.36,162466,78980,3044,69.2,21.2,0,224
